-1.38528,2.72727,-0.30303,-3.59307,-0.47619,-1.51515,
-1.53061,1.32653,-0.561224,-3.62245,-0.561224,-2.39796,
-2.0403,0.680101,-1.53652,-2.29219,-2.39295,-1.05793,
-0.673575,1.39896,-0.103627,-5.12953,-1.39896,-1.29534,
-1.18919,2.48649,-0.324324,-1.62162,-0.702703,-3.67568,
-0.216049,1.14198,-1.75926,-2.68519,-1.6358,-2.56173,
-0,2.90429,-0.891089,-2.21122,-0.924092,-3.06931,
-0.809969,1.7757,-1.15265,-2.21184,-2.14953,-1.90031,
-1.95652,0.391304,-0.391304,-2.52174,-0.913043,-3.82609,
-1.74098,1.8259,-1.38004,-1.84713,-1.63482,-1.57113,
-2.27414,2.67913,-0.654206,-1.40187,-0.747664,-2.24299,
-1.15894,1.09272,-0.364238,-1.98675,-3.17881,-2.21854,
-0.0711744,2.20641,-0.818505,-3.41637,-1.31673,-2.17082,
-1.93548,0.903226,-3,-2.70968,-0.16129,-1.29032,
-2.06304,1.57593,-0.802292,-1.31805,-1.7765,-2.46418,
-0.75,2.66667,-0.791667,-2.16667,-0,-3.625,
-3.26271,0.338983,-0.550847,-3.68644,-0.0423729,-2.11864,
-2.1256,1.88406,-1.25604,-1.11111,-1.78744,-1.83575,
-1.38577,2.20974,-0.861423,-1.53558,-1.08614,-2.92135,
-0,0.4329,-0.12987,-2.98701,-2.64069,-3.80952,
-0.942029,1.01449,-0.652174,-1.15942,-2.53623,-3.69565,
-0.584416,1.72078,-1.26623,-0.746753,-2.56494,-3.11688,
-0.471014,2.02899,-0.76087,-2.10145,-1.66667,-2.97101,
-0.15873,1.69312,-0.26455,-4.92063,-1.32275,-1.64021,
-1.58301,0.926641,-2.54826,-1.1583,-0.27027,-3.51351,
-0.0392157,3.4902,-2.15686,-0.901961,-0.0784314,-3.33333,
-1.41447,0.789474,-0.756579,-2.36842,-2.00658,-2.66447,
-2.68817,1.1828,-2.47312,-1.50538,-1.57706,-0.573477,
-2.5,1.85897,-1.98718,-2.05128,-0.160256,-1.44231,
-3.65854,1.17886,-2.84553,-2.03252,-0.243902,-0.0406504,
-1.07744,1.07744,-2.32323,-1.81818,-0.707071,-2.99663,
-3.61702,2.25532,-0.510638,-0.340426,-1.3617,-1.91489,
-3.69231,0.846154,-0.653846,-0.461538,-0.653846,-3.69231,
-2.30986,2.39437,-2.47887,-0.732394,-0.478873,-1.60563,
