-1.94734,2.50871,-0.925282,-1.81195,-1.7365,-1.07021,
-2.76837,1.28335,-0.514712,-2.19542,-2.29428,-0.943861,
-2.16651,1.78648,-0.918256,-1.96709,-1.7901,-1.37156,
-1.34964,1.49191,-1.5432,-1.76296,-1.74709,-2.1052,
-2.40684,1.3739,-0.316676,-2.59825,-2.54848,-0.755868,
-3.48656,1.41657,-2.54264,-0.836896,-1.36227,-0.355065,
-1.94853,0.986974,-1.7849,-1.45928,-2.76478,-1.05554,
-1.19655,1.06233,-1.88713,-1.42498,-2.54186,-1.88713,
-1.53671,2.67441,-2.41495,-1.6749,-1.15888,-0.540147,
-1.53563,1.99826,-1.43979,-1.58794,-1.79289,-1.64548,
-1.63784,3.37346,-1.43514,-0.253717,-1.54647,-1.75336,
-1.87272,1.64618,-1.69425,-0.820363,-3.36199,-0.604497,
-2.01762,0.55656,-3.0479,-1.63127,-2.96203,0.215376,
-2.00171,1.89828,-1.35851,-1.63008,-1.55971,-1.55171,
-2.19146,1.12597,-1.70477,-2.22781,-1.99516,-0.754828,
-2.12289,1.35214,-1.55117,-1.64785,-1.96696,-1.359,
-3.25629,1.31883,-3.06946,-0.768331,-1.26362,-0.323482,
-1.85448,2.20627,-1.63448,-0.350926,-2.97389,-0.979944,
-2.18876,1.25292,-1.42672,-1.71325,-1.72958,-1.68876,
-1.82984,1.25364,-2.64143,-0.993403,-2.20173,-1.07996,
-2.36404,1.86164,-0.788291,-2.29741,-1.63995,-1.04867,
-1.6188,2.15157,-2.03,-0.473364,-2.92419,-0.802076,
-0.953614,0.857359,-3.57938,-0.218699,-3.28841,-1.10254,
-1.21354,0.68106,-3.30487,-0.507219,-3.12114,-1.17217,
-1.71551,1.67665,-2.23902,-1.47678,-1.90972,-0.982311,
-1.81624,1.84075,-1.53905,-2.3718,-1.78856,-0.643605,
-1.96977,0.568897,-2.54,-1.63245,-2.63454,-0.654337,
-2.11296,1.49045,-1.98227,-1.29205,-2.13685,-0.98541,
-1.26527,1.42099,-2.04253,-2.73941,-1.97088,-0.560919,
-2.84304,1.29791,-0.679857,-2.28418,-1.97776,-0.917251,
-1.14783,2.44412,-1.38662,-1.3244,-3.24523,-0.451797,
-1.74852,1.67025,-2.12462,-1.33893,-2.2147,-0.90297,
-1.79433,1.95955,-1.79235,-1.59074,-1.85083,-1.0122,
-1.65188,2.49876,-1.49634,-0.707211,-2.74011,-0.905694,
-2.751,1.78137,-2.29902,-1.37553,-1.33545,-0.457636,
-2.54961,1.10682,-1.3664,-1.89169,-1.61723,-1.46824,
-2.06282,1.13129,-1.1231,-1.55977,-1.88615,-2.23687,
-1.4073,2.46614,-1.31571,-1.33129,-2.57096,-0.908587,
-1.7607,2.39506,-1.77233,-2.14259,-1.03536,-0.893955,
-1.18681,2.8909,-1.45455,-1.10545,-1.59344,-1.76885,
-1.57555,1.44215,-2.35652,-2.14099,-1.82407,-0.66073,
-1.48841,2.06062,-2.53957,-1.89975,-1.46925,-0.542402,
-1.93372,2.36011,-0.990749,-1.75499,-1.74602,-1.2144,
-2.13418,1.42394,-1.82672,-1.40999,-2.02281,-1.18235,
-0.979157,0.95628,-3.30502,-0.810239,-2.97503,-0.974272,
-0.918808,2.29035,-1.85303,-1.34496,-3.00433,-0.58852,
-1.53285,2.22569,-1.90741,-0.781019,-2.2754,-1.27763,
-2.28647,1.36471,-1.34682,-2.48296,-1.72114,-0.797895,
-2.65648,1.23059,-0.902557,-2.1023,-2.20487,-0.903192,
-1.2804,2.86138,-2.33175,-1.86066,-1.13847,-0.527339,
-1.1607,2.07696,-1.37833,-1.43285,-2.71784,-1.23331,
-2.295,0.950784,-1.90225,-1.27831,-3.18022,-0.393429,
-2.0711,2.39729,-1.55074,-1.55017,-1.67877,-0.751928,
-1.62893,2.80226,-1.83721,-1.87633,-1.26594,-0.58933,
-1.34761,1.41618,-1.62338,-1.38889,-1.32923,-2.89471,
-2.17998,1.38425,-1.49731,-1.86769,-1.85444,-1.21633,
-2.7576,1.19379,-1.69433,-1.76145,-1.60203,-0.990807,
-1.87217,1.23649,-2.79061,-1.51337,-2.71748,0.130127,
-1.15116,1.58122,-2.55389,-3.05922,-2.05362,0.399113,
-2.00563,1.35633,-1.83708,-1.8405,-1.95333,-1.00713,
-1.97589,1.54808,-1.51596,-1.56081,-2.0397,-1.35956,
-1.67243,2.30464,-1.93834,-2.16638,-1.30245,-0.615774,
-2.9601,1.86971,-0.784405,-2.38031,-1.30951,-0.695969,
-1.36061,1.65249,-1.82023,-1.58313,-2.45861,-1.12493,
-1.88477,1.2091,-1.64287,-2.50489,-1.72065,-1.03772,
-2.60824,2.31619,-1.15969,-0.248056,-2.5076,-1.16022,
-1.10481,2.24782,-1.65685,-2.01495,-1.44227,-1.5333,
-1.85016,1.55829,-1.61058,-2.15695,-1.73056,-1.09347,
-0.872477,2.64339,-1.70417,-1.12549,-2.76547,-0.889016,
-2.10123,1.3072,-1.84198,-1.91851,-1.7469,-1.08418,
-2.3828,1.66955,-1.00869,-0.799992,-2.92171,-1.21726,
-1.36364,0.454545,-2.5,-0.511364,-5.05682,-0.113636,
-3.22655,1.02044,-1.14307,-0.761893,-3.08849,-0.75955,
-2.54814,1.12159,-1.10618,-1.91677,-1.96477,-1.34255,
-1.38011,2.23598,-1.29008,-1.54712,-2.9819,-0.564778,
-1.64949,2.19674,-1.42765,-1.31695,-2.59124,-0.81792,
-1.57739,2.57769,-1.30808,-0.226511,-3.38697,-0.923355,
-1.81808,1.21863,-2.28604,-1.15371,-2.5414,-0.982131,
-1.27086,2.44751,-1.39609,-1.38417,-2.9201,-0.581257,
-3.14596,2.00414,-0.37772,-2.23976,-1.48285,-0.749561,
-1.12721,1.96527,-1.86246,-1.67148,-2.69997,-0.673629,
-1.69816,1.75653,-2.15792,-1.47285,-1.94443,-0.9701,
-0.832603,2.25933,-1.94785,-1.34737,-3.08081,-0.532038,
-1.64679,2.90198,-1.84967,-1.80757,-1.23093,-0.563066,
-2.2659,1.34512,-0.667771,-2.51243,-2.57054,-0.638219,
-1.71031,1.87386,-1.43251,-1.72205,-1.88788,-1.37338,
-1.38067,1.89867,-1.72453,-0.815547,-3.65683,-0.523762,
-1.93495,1.33654,-1.26326,-2.54489,-2.25839,-0.66198,
-1.65073,1.89825,-1.36303,-1.77277,-1.815,-1.50021,
-1.1786,2.05805,-1.4325,-1.53242,-1.64484,-2.1536,
-1.86902,1.18563,-1.65229,-2.53852,-1.71976,-1.03478,
-1.58128,1.62296,-2.45109,-2.11655,-1.54993,-0.678189,
-1.49882,1.82197,-1.7546,-0.918757,-3.3951,-0.610756,
-1.37121,1.78682,-1.36835,-1.5876,-1.89955,-1.98646,
-1.33616,1.6252,-2.25105,-2.3585,-1.63658,-0.792504,
-1.71622,1.68076,-1.26142,-1.88585,-2.30448,-1.15126,
-1.54204,2.4755,-1.428,-1.43744,-2.25681,-0.8602,
-1.67,1.81826,-1.43058,-1.80449,-1.70218,-1.5745,
-1.83963,1.33796,-1.01477,-2.08914,-3.13128,-0.587216,
-0.841498,3.74004,-1.31822,-1.88682,-1.52227,-0.691151,

