-1.52032,1.64153,-1.4142,-1.80453,-1.7148,-1.90462,
-1.63842,1.38241,-1.58418,-2.1805,-1.94883,-1.26567,
-1.80212,2.30907,-1.44579,-1.91812,-1.87814,-0.64677,
-1.52071,2.14817,-1.51339,-2.31064,-1.82932,-0.677771,
-2.38476,1.20249,-2.62046,-1.57267,-1.51656,-0.703054,
-1.43628,2.00496,-1.67456,-1.40042,-2.5089,-0.974876,
-2.62838,1.79731,-1.16961,-0.973736,-2.92321,-0.507754,
-1.9921,1.52003,-1.55838,-1.72835,-1.86989,-1.33125,
-1.90059,1.32169,-1.88398,-1.79189,-1.97557,-1.12628,
-1.66047,1.68901,-1.62527,-2.04476,-2.24971,-0.730791,
-2.07655,1.73781,-0.899382,-2.36732,-2.30954,-0.6094,
-1.46578,1.60675,-2.37633,-1.90282,-2.2042,-0.444116,
-1.64186,2.80762,-1.66976,-1.74803,-1.34054,-0.792201,
-2.29267,1.67953,-1.64796,-1.63211,-1.95748,-0.790253,
-1.71808,1.47463,-1.69352,-1.58432,-1.93225,-1.5972,
-1.45174,2.2395,-1.62253,-1.31233,-2.56905,-0.80485,
-0.910066,2.82599,-1.7231,-1.84986,-1.43067,-1.26032,
-2.09046,1.59622,-1.05536,-2.30987,-2.25544,-0.692639,
-1.42307,2.22112,-1.69288,-1.2038,-2.85538,-0.603764,
-1.92039,1.90045,-1.24416,-1.30727,-2.57399,-1.05374,
-1.64594,2.25469,-1.13857,-1.53476,-2.50262,-0.923421,
-2.19986,1.22243,-1.8074,-1.23249,-2.46425,-1.07357,
-1.47815,1.95009,-1.73574,-0.973368,-3.20349,-0.65916,
-1.82512,2.16414,-1.32398,-1.59298,-2.2925,-0.801284,
-0.777773,2.11055,-1.81957,-1.25864,-2.95729,-1.07617,
-0.992821,2.45114,-1.26663,-1.43872,-3.21795,-0.632739,
-2.80157,1.18195,-1.18552,-0.937922,-2.8697,-1.02333,
-1.38798,1.54625,-1.96538,-2.35023,-1.79523,-0.954921,
-1.29213,2.07264,-1.72861,-1.50345,-2.33486,-1.06831,
-1.4322,2.05333,-1.37743,-1.7218,-2.67178,-0.743447,
-1.67589,2.06121,-1.50294,-2.019,-1.86071,-0.880243,
-2.42303,1.35389,-1.28544,-1.34072,-3.10277,-0.49415,
-1.23632,2.25475,-1.44026,-1.49482,-2.20692,-1.36693,
-0.928715,2.26029,-1.92661,-1.32577,-2.97113,-0.587498,
-2.11611,1.22957,-1.93596,-1.91409,-1.88054,-0.923726,
-2.51546,1.41433,-1.41901,-1.1417,-2.61605,-0.893456,
-2.42833,1.80977,-0.952975,-0.898599,-2.80071,-1.10961,
-1.00047,1.95223,-1.92608,-1.79407,-1.89634,-1.43082,
-1.4779,2.17186,-1.4228,-1.68251,-1.35197,-1.89295,
-2.03887,2.0239,-1.86394,-1.71587,-2.51919,0.161775,
-2.25217,0.899247,-1.38288,-1.41191,-2.9634,-1.0904,
-2.25443,1.25299,-1.84412,-1.29316,-2.34874,-1.00657,
-0.984789,2.45482,-1.26799,-1.44154,-3.22008,-0.630783,
-1.67089,2.30554,-1.48652,-1.92489,-1.90498,-0.707177,
-1.246,1.75934,-1.57411,-1.72672,-3.13148,-0.562349,
-2.04304,1.80594,-0.782017,-2.48568,-2.18411,-0.699216,
-1.27086,2.44751,-1.39609,-1.38417,-2.9201,-0.581257,
-0.871201,2.46343,-1.67418,-1.58476,-2.56231,-0.844116,
-2.70618,1.20021,-1.27966,-1.01033,-2.77964,-1.02397,
-2.24333,1.77349,-1.54083,-1.92197,-1.58772,-0.932672,
-1.91964,2.11499,-0.929755,-1.41405,-2.14709,-1.47447,
-2.02222,1.52556,-2.46399,-2.39195,-1.98133,0.385065,
-2.14687,1.75591,-1.36247,-0.888548,-3.01348,-0.832714,
-1.35772,1.7772,-1.9156,-1.21832,-3.25334,-0.477831,
-0.392228,2.24264,-2.07527,-1.86904,-2.41788,-1.00294,
-1.5813,1.66099,-2.45846,-2.31493,-2.17653,0.192201,
-1.46295,2.29269,-1.72947,-1.27515,-2.61219,-0.627545,
-3.04573,1.05498,-0.554873,-2.20459,-2.46897,-0.670856,
-1.29377,1.67029,-2.06705,-1.80215,-2.06632,-1.10043,
-1.08262,1.72853,-2.12352,-2.19726,-1.91343,-0.954638,
-1.34599,1.96096,-1.72174,-0.824081,-3.62035,-0.526877,
-1.60612,1.64999,-2.52142,-2.0683,-2.31195,0.157784,
-2.45914,1.7579,-0.806892,-2.21424,-2.09168,-0.670151,
-2.20119,1.74362,-1.30621,-0.772225,-3.14428,-0.832473,
-1.7421,1.70845,-1.64623,-1.62337,-2.19951,-1.08034,
-1.03397,2.44934,-1.73039,-1.26705,-2.58975,-0.929501,
-0.213274,2.42353,-1.96286,-1.68134,-2.70739,-1.01161,
-1.77945,1.4571,-1.90202,-1.83129,-1.95588,-1.07426,
-1.4393,1.90253,-1.69294,-0.946535,-3.37834,-0.640365,
-1.51779,1.62006,-2.2981,-1.91218,-2.19623,-0.455635,
-1.57761,2.6424,-1.73644,-1.70832,-1.62909,-0.706143,
-1.59772,1.69651,-1.57938,-1.66784,-1.827,-1.63155,
-2.07904,1.73793,-0.907519,-2.33542,-2.32623,-0.613861,
-3.01003,1.84259,-0.754503,-1.96883,-1.65343,-0.770621,
-1.50637,2.58322,-0.941494,-1.45968,-2.70927,-0.799966,
-1.55898,3.62439,-1.11251,-1.79574,-1.21157,-0.6968,
-1.99833,1.25172,-1.11447,-1.6894,-3.45116,-0.49492,
-1.3052,1.88457,-1.64727,-0.798338,-3.84761,-0.517026,
-3.50264,1.07969,-0.710491,-2.34459,-1.59825,-0.764342,
-1.63357,2.35699,-1.8156,-1.86338,-1.719,-0.61146,
-1.83134,2.0177,-0.886987,-1.809,-2.04833,-1.40665,
-1.4728,2.58093,-0.859442,-1.39326,-2.8578,-0.83576,
-1.77642,1.52421,-1.38506,-2.35277,-2.20761,-0.75393,
-2.05998,1.28154,-1.80582,-2.07715,-1.71261,-1.0629,
-2.22479,1.77329,-1.16968,-1.62787,-2.23549,-0.968873,
-1.53164,2.48752,-1.73401,-1.54007,-2.0201,-0.686667,
-1.44673,1.72109,-1.87224,-2.18258,-1.87228,-0.905081,
-1.28488,1.88206,-1.64053,-0.77582,-3.91847,-0.49825,
-1.32048,2.06615,-1.96458,-1.9992,-1.7947,-0.854883,
-0.655881,2.70075,-1.74047,-1.15081,-2.83723,-0.914864,
-2.08818,1.68807,-1.22213,-1.13689,-2.98861,-0.876101,
-1.95409,1.1092,-1.15775,-1.60987,-3.71011,-0.458981,
-2.45519,2.41268,-1.15369,-1.00955,-2.97672,0.00782203,
-1.9103,1.7681,-1.05502,-2.03311,-2.64742,-0.586059,
-0.64401,2.62327,-1.49635,-1.48357,-3.1298,-0.622999,
-1.66176,2.80933,-1.57715,-2.10854,-1.21422,-0.629001,
-1.45296,1.80746,-1.58303,-2.22148,-1.94268,-0.992388,
-1.58153,1.96148,-1.58927,-1.57367,-2.4978,-0.796234,
-0.63943,2.57876,-1.69343,-1.61928,-2.61924,-0.849863,
-1.0181,2.44726,-1.27705,-1.43534,-3.16698,-0.655257,

